onset	duration	trial_type	response_time	word	gender	age	sub	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
4.694384614704177	0.6823574211448431	image_pos	0.5494564650580287	choir	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.34	concrete	image_pos
17.292075609089807	0.685283136786893	image_neg	0.6189909745007753	team	female	25	66	EPIsequencewords	4	2019	10	23	10	12	3.79	abstract	image_neg
27.293435810366645	0.6843948354944587	image_neg	0.434736650204286	battle	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4	abstract	image_neg
34.693289396120235	0.6848798885475844	image_pos	0.6520281434059143	theme	female	25	66	EPIsequencewords	4	2019	10	23	10	12	2.72	abstract	image_pos
47.293622196419165	0.6851012418046594	image_pos	0.5020829683635384	honey	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.88	concrete	image_pos
54.69307895004749	0.6860033376142383	image_neg	0.4363650418817997	insult	female	25	66	EPIsequencewords	4	2019	10	23	10	12	2.79	abstract	image_neg
64.69403558201157	0.6855038485955447	image_neg	0.7194562659133226	snake	female	25	66	EPIsequencewords	4	2019	10	23	10	12	5	concrete	image_neg
74.6940535469912	0.6859616332221776	image_pos	0.5363141628913581	bell	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.96	concrete	image_pos
87.29558999673463	0.6849719588644803	image_pos	0.719125839881599	chestnut	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.7	concrete	image_pos
97.29559769597836	0.6854403298348188	image_neg	0.7026228143367916	zone	female	25	66	EPIsequencewords	4	2019	10	23	10	12	3.07	abstract	image_neg
107.2960230796598	0.6854775429237492	image_pos	0.7527144674677402	journalist	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.04	abstract	image_pos
117.29616583674216	0.6858233674429215	image_pos	0.6528327150736004	boy	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.76	concrete	image_pos
127.29748369194569	0.6849475777707994	image_pos	0.6352918946649879	hand	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.72	concrete	image_pos
134.69729332788847	0.6855631971266121	image_pos	0.6861306962091476	hall	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.67	concrete	image_pos
147.29834023374133	0.6849928107112646	image_pos	0.5522201755084097	truce	female	25	66	EPIsequencewords	4	2019	10	23	10	12	2.47	abstract	image_pos
157.2984335871879	0.6853501843288541	image_neg	0.736026339000091	saw	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.46	concrete	image_neg
164.6990651183296	0.6850826353766024	image_neg	0.7356670405715704	torment	female	25	66	EPIsequencewords	4	2019	10	23	10	12	2.62	abstract	image_neg
177.3002008863259	0.6845071162097156	image_pos	0.6182117459829897	bicycle	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.89	concrete	image_pos
184.70043911389075	0.6846287003718032	image_pos	0.6684124721214175	banjo	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.9	concrete	image_pos
194.70050327433276	0.6850624249782129	image_pos	0.6188116462435573	gratitude	female	25	66	EPIsequencewords	4	2019	10	23	10	12	2.56	abstract	image_pos
207.3015941299964	0.6844772817566707	image_pos	0.6515440528746694	parent	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.56	concrete	image_pos
214.70156127982773	0.6849077981896698	image_pos	0.58530706865713	mouth	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.74	concrete	image_pos
224.70209188666195	0.6848044998478144	image_pos	0.6019133923109621	bread	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.92	concrete	image_pos
237.3023050276097	0.6851551367435604	image_pos	0.4855578076094389	flower	female	25	66	EPIsequencewords	4	2019	10	23	10	12	5	concrete	image_pos
247.3024477844592	0.6854733724613027	image_pos	0.5525024814996868	red	female	25	66	EPIsequencewords	4	2019	10	23	10	12	4.24	abstract	image_pos
257.30358919873834	0.6848224648274481	image_pos	0.7020902826916426	wonder	female	25	66	EPIsequencewords	4	2019	10	23	10	12	1.8	abstract	image_pos
264.7035682182759	0.6851445501670241	image_pos	0.7857750547118485	heroism	female	25	66	EPIsequencewords	4	2019	10	23	10	12	2.67	abstract	image_pos
