onset	duration	trial_type	response_time	word	gender	age	sub	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
7.307522400282323	0.6890169996768236	image_pos	0.7064007995650172	love	female	1	77	EPIsequencewords	1	2022	4	19	10	17	2.07	abstract	image_pos
14.722619299776852	0.6739202002063394	image_neg	0.5910486001521349	sandpaper	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.85	concrete	image_neg
24.72169880010188	0.6748979995027149	image_pos	0.6420697998255491	woman	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.46	abstract	image_pos
34.71265059988946	0.6839864999055862	image_pos	0.5512426001951098	limousine	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.63	abstract	image_pos
47.31992040015757	0.6771459998562861	image_neg	0.460619299672544	aggressive	female	1	77	EPIsequencewords	1	2022	4	19	10	17	2.54	abstract	image_neg
57.32072350010276	0.6761141000315547	image_pos	0.4432932995259762	famous	female	1	77	EPIsequencewords	1	2022	4	19	10	17	2.07	abstract	image_pos
67.3216597000137	0.6753941001370549	image_pos	0.5924811996519566	tourist	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.59	abstract	image_pos
77.32107149995863	0.6760358000174165	image_neg	0.4097966998815536	gasp	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.15	abstract	image_neg
84.71990489959717	0.6772538004443049	image_pos	0.5779264001175761	treaty	female	1	77	EPIsequencewords	1	2022	4	19	10	17	3.07	abstract	image_pos
97.31981590017676	0.6773769995197512	image_neg	0.494595899246633	policeman	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.93	concrete	image_neg
104.7212450997904	0.6760863000527024	image_pos	0.6599260997027159	garden	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.73	concrete	image_pos
114.721947199665	0.6754982005804777	image_neg	0.6091358000412583	mouse	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.83	concrete	image_neg
124.7204018002376	0.6772039998322867	image_pos	0.4775108993053436	boat	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.93	concrete	image_pos
134.72224690020084	0.6753821996971965	image_neg	0.5258800992742181	fiddle	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.81	concrete	image_neg
144.71259459946305	0.6851433999836445	image_neg	0.6354947006329894	commander	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.31	abstract	image_neg
157.3215180002153	0.6762990998104215	image_neg	0.443428099155426	envy	female	1	77	EPIsequencewords	1	2022	4	19	10	17	1.69	abstract	image_neg
167.31286999955773	0.6851380998268723	image_neg	0.4853097004815936	bribe	female	1	77	EPIsequencewords	1	2022	4	19	10	17	3.44	abstract	image_neg
177.32167149987072	0.6761948000639677	image_neg	0.3932897998020053	lonely	female	1	77	EPIsequencewords	1	2022	4	19	10	17	2.19	abstract	image_neg
184.72046239953488	0.6775615001097322	image_pos	0.5614750999957323	noun	female	1	77	EPIsequencewords	1	2022	4	19	10	17	3.15	abstract	image_pos
194.71352239977568	0.6845658998936415	image_pos	0.4683691998943686	happy	female	1	77	EPIsequencewords	1	2022	4	19	10	17	2.56	abstract	image_pos
204.72212240006772	0.676010400056839	image_neg	0.4931779997423291	spatula	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.96	concrete	image_neg
214.72205189988017	0.6762418001890182	image_pos	1.360042500309646	beer	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.88	concrete	image_pos
224.7211592998356	0.677280199714005	image_pos	0.6610420001670718	school	female	1	77	EPIsequencewords	1	2022	4	19	10	17	4.79	concrete	image_pos
