onset	duration	trial_type	response_time	word	gender	age	sub	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
7.292706306325272	0.6824597569648176	image_pos	0.566297295037657	tea	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.69	concrete	image_pos
14.689863229170442	0.6856828563613817	image_pos	0.5693141185911372	cash	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.48	abstract	image_pos
27.29183853638824	0.6842719684354961	image_pos	0.4680006261914968	television	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.83	concrete	image_pos
37.29106989444699	0.6855282296892256	image_pos	0.4692726067733019	penguin	female	25	58	EPIsequencewords	5	2019	10	21	14	18	5	concrete	image_pos
44.69088883372024	0.686044400325045	image_neg	0.6697049839422107	dread	female	25	58	EPIsequencewords	5	2019	10	21	14	18	1.86	abstract	image_neg
57.29148372926284	0.6859978840220649	image_neg	0.6030705258017406	mushroom	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.83	concrete	image_neg
67.29183853638824	0.6861050319857895	image_pos	0.603139819111675	ticket	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.7	concrete	image_pos
74.69236452365294	0.6859266659012064	image_neg	0.8864382811589167	number	female	25	58	EPIsequencewords	5	2019	10	21	14	18	3.3	abstract	image_neg
84.69360795279499	0.6851734224474058	image_pos	0.6021841494366527	drum	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.96	concrete	image_pos
97.29354584554676	0.6857694728532806	image_pos	0.6195770801277831	cherry	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.62	abstract	image_pos
104.69459602341522	0.6850957883289084	image_pos	0.502145845675841	bed	female	25	58	EPIsequencewords	5	2019	10	21	14	18	5	concrete	image_pos
114.69434034416918	0.6858711671084166	image_pos	0.4195364023325965	friendly	female	25	58	EPIsequencewords	5	2019	10	21	14	18	2.32	abstract	image_pos
127.2949092546478	0.6857861545867934	image_neg	0.4862754420610145	curse	female	25	58	EPIsequencewords	5	2019	10	21	14	18	2.39	abstract	image_neg
134.69582341250498	0.6853004600852728	image_pos	0.7024620923912153	awe	female	25	58	EPIsequencewords	5	2019	10	21	14	18	1.89	abstract	image_pos
144.69629306683782	0.6852099939715117	image_neg	0.6690338659100235	corn	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.96	concrete	image_neg
154.69634599925485	0.6856552673270926	image_pos	0.5359840574674308	tangerine	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.81	concrete	image_pos
164.69739855115768	0.6850422143470496	image_neg	0.4520387939410284	mosquito	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.88	concrete	image_neg
174.69714415504131	0.6857511871494353	image_pos	0.7196019102120772	book	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.9	concrete	image_pos
184.69838726334277	0.6849828660487844	image_pos	0.868776839110069	morning	female	25	58	EPIsequencewords	5	2019	10	21	14	18	3.44	abstract	image_pos
197.29831392806955	0.6856222245842218	image_neg	0.4026461686007678	ambulance	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.81	concrete	image_neg
204.6994693290908	0.6847948759096028	image_neg	0.6518982184352353	company	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.11	abstract	image_neg
214.6991061810404	0.6856241495115967	image_neg	0.6029280895600095	newspaper	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.82	concrete	image_neg
224.6998395348201	0.6853325403062343	image_neg	0.5690398326842114	engineer	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.64	concrete	image_neg
237.3000982296653	0.685663287295057	image_neg	0.8195648253895342	apricot	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.97	concrete	image_neg
244.7009113348322	0.6851878585293889	image_neg	0.61885559593793	banker	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.43	abstract	image_neg
254.7008545527933	0.6856895930832252	image_pos	0.3693693607347086	peaceful	female	25	58	EPIsequencewords	5	2019	10	21	14	18	2.27	abstract	image_pos
267.3021747820312	0.684956239303574	image_neg	0.6019951968919486	dictation	female	25	58	EPIsequencewords	5	2019	10	21	14	18	2.75	abstract	image_neg
274.70244765630923	0.6850329111330211	image_pos	0.6855766708031297	dime	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.85	concrete	image_pos
287.3031734391116	0.6849084398708669	image_pos	0.4852491959463805	theater	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.92	concrete	image_pos
297.3030085468199	0.6855368913384154	image_neg	0.686078084516339	hierarchy	female	25	58	EPIsequencewords	5	2019	10	21	14	18	2.59	abstract	image_neg
304.7028781728586	0.686020981753245	image_pos	0.6865345860132948	desk	female	25	58	EPIsequencewords	5	2019	10	21	14	18	4.87	concrete	image_pos
314.7045498728985	0.6847682492807508	image_neg	0.5519131678156555	screech	female	25	58	EPIsequencewords	5	2019	10	21	14	18	3.77	abstract	image_neg
