onset	duration	trial_type	response_time	word	gender	age	sub	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
7.297832404030487	0.6815457915654397	image_pos	0.5319092283025384	rose	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.9	concrete	image_pos
17.29420284833759	0.6857120492495596	image_neg	0.4028068905463442	cyclone	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.48	abstract	image_neg
27.296268814243376	0.6840875071939081	image_pos	0.4344084697077051	jam	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.71	concrete	image_pos
34.69492612895556	0.6857653023907915	image_neg	0.5027377256192267	criminal	male	25	57	EPIsequencewords	3	2019	10	21	10	5	3.48	abstract	image_neg
44.69551448011771	0.6855702546890825	image_pos	0.552628235775046	jungle	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.66	abstract	image_pos
54.69595975347329	0.6856661745114323	image_neg	0.552595193265006	delirium	male	25	57	EPIsequencewords	3	2019	10	21	10	5	1.97	abstract	image_neg
67.29666308010928	0.6855205303290859	image_pos	0.4025470408378169	saxophone	male	25	57	EPIsequencewords	3	2019	10	21	10	5	5	concrete	image_pos
74.69722211000044	0.6853197081945837	image_neg	0.5689647649414837	cabinet	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.89	concrete	image_neg
84.69765070162248	0.6852969313040376	image_neg	0.5856371740810573	patent	male	25	57	EPIsequencewords	3	2019	10	21	10	5	3.32	abstract	image_neg
97.2972507897066	0.6862737737828866	image_neg	0.6367310131900012	grievance	male	25	57	EPIsequencewords	3	2019	10	21	10	5	2.19	abstract	image_neg
104.69831379968672	0.6855365704978027	image_neg	0.7027434359770268	egg	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.97	concrete	image_neg
114.69870132871438	0.6856039389967776	image_pos	0.6693694248097017	agreement	male	25	57	EPIsequencewords	3	2019	10	21	10	5	2.22	abstract	image_pos
124.69931502325926	0.6854521995410181	image_neg	0.5858049535891041	volcano	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.75	concrete	image_neg
134.69958578026854	0.6856584752677009	image_neg	0.6193031150614843	cafeteria	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.71	concrete	image_neg
147.2998868210707	0.6859452723292634	image_neg	0.5362846490461379	cabbage	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.75	concrete	image_neg
157.3005085355835	0.6857848713407293	image_neg	0.586184783373028	debate	male	25	57	EPIsequencewords	3	2019	10	21	10	5	3.18	abstract	image_neg
167.30091467115562	0.6858204803429544	image_neg	0.5863236906006932	belch	male	25	57	EPIsequencewords	3	2019	10	21	10	5	4.14	abstract	image_neg
174.70183396176435	0.6852465653792024	image_pos	0.5523035840597004	hope	male	25	57	EPIsequencewords	3	2019	10	21	10	5	1.25	abstract	image_pos
