onset	duration	trial_type	response_time	word	gender	age	sub	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
7.322894399985671	0.6867118999361992	image_pos	0.7880760999396443	embassy	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	3.96	abstract	image_pos
17.32073999987915	0.6889051001053303	image_pos	0.4902338001411408	pineapple	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.94	concrete	image_pos
27.3220960998442	0.6886958000250196	image_neg	0.4895299000199884	famous	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	2.07	abstract	image_neg
34.721111699938774	0.6894360000733286	image_pos	0.6071826000697911	lemonade	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.83	concrete	image_pos
47.32232629996725	0.6892366998363215	image_neg	0.4404843999072909	envy	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	1.69	abstract	image_neg
57.32347249984741	0.6884700001683086	image_neg	0.6229509001132101	gasp	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.15	abstract	image_neg
67.32348429993726	0.6888061999343336	image_neg	0.6400514000561088	rocket	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.73	concrete	image_neg
77.32322269980796	0.6893374000210315	image_pos	0.8268946001771837	tomato	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	5	concrete	image_pos
87.32378389989026	0.6893424999434501	image_neg	0.4914673001039773	hospital	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.64	abstract	image_neg
97.32369360001758	0.6897944998927414	image_neg	0.6913747999351472	meeting	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	3.31	abstract	image_neg
107.32433400000446	0.6898537999950207	image_neg	0.5580358998849988	tornado	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.53	abstract	image_neg
117.32454869989306	0.6899298999924213	image_neg	0.4411555000115186	avalanche	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.32	abstract	image_neg
124.72515279985964	0.6898358000907905	image_pos	0.5251774000935256	garden	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.73	concrete	image_pos
137.32553679984994	0.6900704000145197	image_pos	0.674741700058803	bridge	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.97	concrete	image_pos
147.3262143000029	0.6901698999572545	image_pos	0.4914098000153899	beach	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.79	concrete	image_pos
157.32619339996018	0.6902900000568479	image_neg	0.4917965000495314	tourist	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.59	abstract	image_neg
167.32719550002366	0.6901489999145269	image_pos	0.5578824998810887	spatula	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.96	concrete	image_pos
177.3281929998193	0.6894374000839889	image_pos	0.57386410003528	corkscrew	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.85	concrete	image_pos
187.3282001998741	0.690090700052707	image_neg	0.4578587000723928	alligator	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.96	concrete	image_neg
194.7279711998999	0.6901177000254108	image_neg	0.7751955001149327	diplomat	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	3.67	abstract	image_neg
207.32882699999027	0.6897858998272852	image_pos	0.4580528999213129	woman	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.46	abstract	image_pos
217.3291102999356	0.6901111998595013	image_neg	0.6914824999403208	mouse	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.83	concrete	image_neg
227.3296322999522	0.6901562998536974	image_pos	0.6579507000278682	boat	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.93	concrete	image_pos
234.7300044998992	0.6897245000582473	image_neg	0.591275000013411	treaty	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	3.07	abstract	image_neg
244.73108469997533	0.6895295998547226	image_pos	0.824185400037095	fence	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.82	concrete	image_pos
257.3317170999944	0.6894921998027712	image_neg	0.64149739989079535	keyboard	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	4.93	concrete	image_neg
264.73150839982554	0.6903052001725882	image_pos	0.6246293000876904	happy	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	2.56	abstract	image_pos
277.3321934998967	0.6896369999740273	image_neg	0.7085486999712884	plot	female	n/a	93	EPIsequencewords	1	2022	10	5	9	55	3.14	abstract	image_neg
