onset	duration	trial_type	response_time	word	gender	age	sub	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
7.302949519362301	0.6700918711721897	image_pos	0.4704181912820786	tree	female	23	60	EPIsequencewords	2	2019	10	22	9	44	5	concrete	image_pos
14.701992438174784	0.6713500572368503	image_neg	0.5717634430620819	jaw	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.87	concrete	image_neg
27.29173427587375	0.6821877167094499	image_neg	0.8660070332698524	business	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.28	abstract	image_neg
34.69758557877503	0.6766763357445598	image_pos	0.6605008491314948	restaurant	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.89	concrete	image_pos
47.29853913118132	0.6762884857598621	image_pos	0.460161825409159	joke	female	23	60	EPIsequencewords	2	2019	10	22	9	44	2.9	abstract	image_pos
54.69200522522442	0.6832178125623614	image_pos	0.5502183700446039	piano	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.9	concrete	image_pos
64.69816109794192	0.6774744912981987	image_neg	0.7113569739740342	monkey	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.9	concrete	image_neg
74.69971666764468	0.6763853679876775	image_pos	0.776886910200119	embrace	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.38	abstract	image_pos
87.29975593369454	0.6769118045922369	image_neg	0.6439076783135533	camel	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.93	concrete	image_neg
97.2945210840553	0.682683676946894	image_neg	0.6163697002921253	sick	female	23	60	EPIsequencewords	2	2019	10	22	9	44	2.97	abstract	image_neg
107.2954716209788	0.6821286890189953	image_neg	0.665813653729856	attribute	female	23	60	EPIsequencewords	2	2019	10	22	9	44	2.33	abstract	image_neg
117.30198647128418	0.6761742802336812	image_pos	0.4598172837868333	fireworks	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.86	concrete	image_pos
124.70165816228835	0.6767549321521216	image_neg	0.5605456330813468	scissors	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.85	concrete	image_neg
134.6972391125746	0.6816112352535129	image_neg	0.6821787343360484	clang	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.96	abstract	image_neg
144.69677587412298	0.6825235965661705	image_neg	0.683046824997291	hoe	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.74	concrete	image_neg
154.70418383763172	0.6755609065294266	image_pos	0.8595374161377549	highway	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.72	concrete	image_pos
164.70349282980897	0.6767286264803261	image_neg	0.4938466937746852	speech	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.37	abstract	image_neg
174.6985697997734	0.6820994962472469	image_neg	0.799172394676134	ricochet	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.29	abstract	image_neg
184.6994770283345	0.6816442778799683	image_neg	0.582031678641215	cough	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.36	concrete	image_neg
194.7024175010156	0.6791673642583191	image_neg	0.5796227750834078	tired	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3	abstract	image_neg
207.30586721492	0.6763090172316879	image_pos	0.4267554134130478	eggplant	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.97	concrete	image_pos
214.6993339506444	0.6831764290108993	image_pos	0.8503733815159649	summer	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.64	abstract	image_pos
224.7007964877412	0.6821809797547473	image_pos	0.7993600638583302	apartment	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.9	concrete	image_pos
234.7074165609665	0.675999763887404	image_neg	0.4764345150906592	plea	female	23	60	EPIsequencewords	2	2019	10	22	9	44	2.39	abstract	image_neg
247.30765568697825	0.6763359645847231	image_pos	0.7602446565870196	asparagus	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.96	concrete	image_pos
257.31167662120424	0.6727898174431175	image_neg	0.556519886944443	office	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.93	concrete	image_neg
264.700747404946	0.6840756374876946	image_neg	0.7678694822825491	pan	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.86	concrete	image_neg
274.70863592997193	0.6766160249244422	image_pos	0.6604475961066782	vacation	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.14	abstract	image_pos
284.7025397266261	0.6831892610061914	image_pos	0.6503452151082456	mercy	female	23	60	EPIsequencewords	2	2019	10	22	9	44	1.57	abstract	image_pos
294.7092977447901	0.6768681753892452	image_neg	0.4938855108339339	problem	female	23	60	EPIsequencewords	2	2019	10	22	9	44	2.68	abstract	image_neg
304.7084302958101	0.6782399252988398	image_pos	0.6286291547585279	winter	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.84	abstract	image_pos
317.31274360930547	0.6744579887017608	image_pos	0.9249900390859692	whole	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.25	abstract	image_pos
327.31186717771925	0.675850911764428	image_neg	0.6930273009929806	lab	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.69	concrete	image_neg
334.7050192065072	0.6829813811927465	image_neg	0.6167129583191127	street	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.75	concrete	image_neg
344.706426886376	0.6820417516864836	image_neg	0.6659567314200103	perjury	female	23	60	EPIsequencewords	2	2019	10	22	9	44	2.22	abstract	image_neg
354.7131569948979	0.6757729568053037	image_pos	0.6595005879644305	sailboat	female	23	60	EPIsequencewords	2	2019	10	22	9	44	4.89	concrete	image_pos
367.3134971733671	0.6760045760310618	image_pos	0.4765134323388338	musical	female	23	60	EPIsequencewords	2	2019	10	22	9	44	3.72	abstract	image_pos
