onset	duration	trial_type	response_time	word	gender	age	sub	ses	task	run	year	month	day	hour	minute	concreteness	con	trial_type1
4.708982100710273	0.6893577994778752	image_pos	0.3729460993781686	clue	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.93	abstract	image_pos
14.72218899987638	0.6761766001582163	image_neg	0.3764840001240372	dangerous	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.13	abstract	image_neg
27.32508250046521	0.673428299836818	image_pos	0.4071319997310638	umbrella	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	5	concrete	image_pos
34.723032699897885	0.6755641000345349	image_neg	0.3925053002312779	whine	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.4	abstract	image_neg
44.72234530001879	0.6762546002864838	image_pos	0.4934856006875634	awe	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	1.89	abstract	image_pos
54.71402110066265	0.6846164995804429	image_pos	0.3516222992911935	water	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	5	concrete	image_pos
64.72296500019729	0.6756910001859069	image_neg	0.4595550000667572	screech	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.77	abstract	image_neg
77.32293780054897	0.6757918000221252	image_pos	0.4595639994367957	cherry	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.62	abstract	image_pos
84.72061139997095	0.6783610004931688	image_neg	0.5786276999861002	stapler	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.62	abstract	image_neg
97.32206990011036	0.6767500005662299	image_pos	0.3106914004310965	carrot	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	5	concrete	image_pos
104.72081799991427	0.6782763004303263	image_neg	0.5953687001019716	hierarchy	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.59	abstract	image_neg
117.32307090051472	0.6761825000867248	image_pos	0.5765792997553945	tangerine	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.81	concrete	image_pos
124.72055680025368	0.6785594001412392	image_neg	0.3289981996640563	dictation	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.75	abstract	image_neg
134.72181740030646	0.6774359000846744	image_neg	0.4110826002433896	banker	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.43	abstract	image_neg
144.72361630015075	0.6756766000762582	image_pos	0.3426833003759384	drum	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.96	concrete	image_pos
154.7232688004151	0.6761042000725865	image_pos	0.3099897997453809	friendly	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.32	abstract	image_pos
164.723219900392	0.6762741003185511	image_neg	0.576635199598968	desk	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.87	concrete	image_neg
177.32517670001835	0.6743250004947186	image_neg	0.3916698005050421	grief	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.7	abstract	image_neg
184.72339900024235	0.6761282999068499	image_pos	0.7100614001974463	mushroom	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.83	concrete	image_pos
197.32412620075047	0.6755782999098301	image_neg	0.3260204996913671	jealousy	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	1.8	abstract	image_neg
207.31506700068712	0.6845820993185043	image_neg	0.4350058995187282	ambulance	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.81	concrete	image_neg
217.32252020016315	0.6772590000182106	image_pos	-0.1387932002544403	intellect	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.36	abstract	image_pos
227.32458950020373	0.6752482997253537	image_neg	0.3923810999840498	army	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.7	concrete	image_neg
237.3245037999004	0.6755514005199075	image_neg	0.7427626000717282	corn	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.96	concrete	image_neg
244.72334130015224	0.6766463005915284	image_pos	0.5436875997111201	bus	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.9	concrete	image_pos
254.72242380026728	0.6777497995644808	image_pos	0.4615219002589583	engineer	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.64	concrete	image_pos
264.7249822001904	0.6750811999663711	image_pos	0.5256617004051805	morning	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.44	abstract	image_pos
274.72289639990777	0.6773036001250148	image_neg	0.4444421008229255	mosquito	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.88	concrete	image_neg
287.3245442006737	0.6758528994396329	image_neg	0.4095471994951367	mob	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.88	abstract	image_neg
297.32475929986686	0.6756599005311728	image_neg	0.5595426000654697	editor	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.25	abstract	image_neg
307.3251721002161	0.6754131000489565	image_pos	0.3591085001826286	peaceful	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.27	abstract	image_pos
317.3233603006229	0.6772610992193222	image_pos	0.5277771996334195	television	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.83	concrete	image_pos
327.3157656006515	0.6848146999254823	image_pos	0.4521320993080735	theater	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.92	concrete	image_pos
334.71470279991627	0.685899400152266	image_pos	0.6864526001736522	ticket	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.7	concrete	image_pos
347.32566300034523	0.6750905998051167	image_pos	0.4089689003303647	book	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.9	concrete	image_pos
354.71522540040314	0.685683399438858	image_pos	0.4027506997808814	spring	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.89	abstract	image_pos
364.71577110048383	0.6851190002635121	image_pos	0.3689393000677228	wit	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	1.93	abstract	image_pos
374.7255671005696	0.6754716001451015	image_neg	0.4259918993338942	mandolin	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.76	concrete	image_neg
387.32536690030247	0.6756688002496958	image_pos	0.6095142997801304	applause	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.29	abstract	image_pos
394.7151148002594	0.6859884997830932	image_pos	0.6031718999147415	penguin	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	5	concrete	image_pos
404.7228910000995	0.6784388003870845	image_neg	0.6289379000663757	number	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.3	abstract	image_neg
414.7152668004856	0.6860750000923304	image_neg	0.5864226995036006	newspaper	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.82	concrete	image_neg
427.3300482006744	0.6881091995163615	image_pos	0.5052519999444485	cash	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.48	abstract	image_pos
437.3412861004472	0.6768031995743513	image_neg	0.8439990999177098	hairbrush	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.75	concrete	image_neg
447.34139750059694	0.6768829999491572	image_pos	0.427204200066626	tea	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.69	concrete	image_pos
454.7328352006152	0.6855427995324703	image_pos	0.4193156994879246	tulip	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	5	concrete	image_pos
467.3415942005813	0.6767934998497935	image_neg	0.3939050994813442	dime	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.85	concrete	image_neg
477.3418461000547	0.676698500290513	image_pos	0.5602475004270673	bed	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	5	concrete	image_pos
487.34177270065993	0.6766735995188924	image_neg	0.5938710998743773	vice	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.46	abstract	image_neg
497.3325420003384	0.6859916001559441	image_neg	0.5201217997819185	dead	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.07	abstract	image_neg
504.7336324006319	0.6849679993465543	image_neg	0.6021610992029309	cab	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.88	concrete	image_neg
517.3438920006156	0.6748009994626045	image_neg	0.3753705993294716	dread	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	1.86	abstract	image_neg
524.7327952003106	0.6859393995255232	image_neg	0.4529825001955032	riot	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.45	abstract	image_neg
534.7339571006596	0.6849775994196534	image_neg	-2.931284300051629	election	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	3.17	abstract	image_neg
547.3434935007244	0.6754507999867201	image_pos	0.4259498994797468	apricot	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.97	concrete	image_pos
554.7332510007545	0.6857407996430993	image_pos	0.8195221992209554	arm	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.96	concrete	image_pos
564.7435218999162	0.6756807006895542	image_neg	0.6259441003203392	ant	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	4.86	concrete	image_neg
577.343405100517	0.675769199617207	image_neg	0.426231799647212	curse	female	1	79	001	EPIsequencewords	5	2022	4	19	13	43	2.39	abstract	image_neg
